mod0,mod1,mod2,mod3
0.005796134611936526,0.6788688884499277,0.0021473187546757373,0.9625434940774775
0.006811794979890197,0.4553493936987521,0.0026303001505302006,1.245473672920967
0.09647516891865261,0.37897402350146575,0.12964222025386382,0.113443132896344
0.028672565430174504,0.46042257344154225,0.01208926655785022,0.6131136247513117
0.01297151778289877,0.16080516544001533,0.031032203406225475,0.8420533783967642
0.41632318485295106,0.2525577723613496,0.26023327308106997,0.6184119067353074
0.14425371706148432,0.38309933126751483,0.02613579936784879,1.6617211781901606
0.00868011324503347,0.1772486789276589,0.018244065128483797,0.4073745520385
